SS;Tarefa;Ordem;Proprietário;Tipo;Serviço;Status;Data;Valor;Cod_Problema;Problema;Sumário;Assunto;Descrição;Cod_Resolução;Resolução;Posto;Chassi;Série;Descrição.1;RTM;Bandeira;Endereço;Mantenedor;Cliente;Resolvido;Sumário da Resolução;Aging1;Aging2
8061815;92669251;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;05/06/2025 09:37:50;R$2.756,00;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: H(N/LU)22-22SU-S.821033;CNPJ: 08.333.311/0001-84 CONTATO: IPOLITO TELEFONE: (77)3628-3787 / (77)99191-4147 Partida inicial na bomba modelo: H(N/LU)22-22SU-S.821033 Nas bombas n° séries: 821033 / 821034 / 821035 / 821036;WAY-304;PARTIDA INICIAL;AUTO POSTO COLUMBIA LTDA;821033;W7HXH-4054139;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)22-22SU - 4054139 - H(N/LU)22-22SU/BRWG/A3C2F2F4F12G6H7XD2XJ2XL3//A2B5C11E3L2/A7B2C2M3/AF2/40,RED;40,RED;40,YEL;40,YEL";;;RUA, PARAIBA, 1235, , CENTRO, LUIS EDUARDO MAGALHAES, BA, BR, BR, 47850047;AMORIM DE OLIVE, LEONORA - L DE ALMEIDA FERREIRA LTDA;AUTO POSTO COLUMBIA LTDA;12/06/2025 12:03:00;PI REALIZADO COM SUCESSO;5;7
8061769;92669229;;Simões, Wanderley;BOMBA;GARANTIA TÉCNICA;FECHADO;05/06/2025 09:56:25;81830;WAY-196;VÁLVULA SOLENÓIDE - NÃO HÁ PASSAGEM DE COMBUSTÍVEL;[GT] BOMBA NÃO ESTÁ LIBERANDO PRODUTO NO BICO DE DIESEL S500;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;1 - CASO HAJA EM ESTOQUE, TÉCNICO DEVE LEVAR UMA VÁLVULA SOLENOIDE (WM044745-0002) VALVULA SOLENOIDE PROPORCIONAL, SIMPLES, IECEX, CORPO DE ALUMINIO,ASCO, COMPRIMENTO DO CABO 1750MM, PARA POSSÍVEL TROCA PROATIVA. ATENDER CHAMADO MESMO SE NÃO HOUVER SOLENOIDE EM ESTOQUE;WAY-354;VÁLVULA SOLENÓIDE - TROCA DA VÁLVULA DEVIDO BOBINA QUEIMADA;AUTO POSTO PAZ LTDA;809979;W7GCEN-3987254;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3987254 - 3/G2203P/BRIP/A3G6H7//B3C4E3L2M/A7C2/F2/70,BLU70,BLU;;;RODOVIA, PR 160 KM 01, SN, , MATO BRANCO DE BAIXO, IMBITUVA, PR, BR, BR, 84430000;SALES, - S L INSTALACAO P POSTOS DE SE;AUTO POSTO PAZ LTDA;11/06/2025 09:24:00;Realizada a substituição de uma válvula solenóide completa devido à queima da bobina. Componente utilizado foi retirado do estoque da SL Instalações.;4;5
8061661;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;05/06/2025 09:58:33;0;WAY-198;OUTROS;[STB] CLIENTE ANDREA SOLICITA INFORMAÇOES DE PARTIDA INCIAL;;;WAY-OUTROS;WAY-OUTROS;AUTO POSTO VIDEIRA LTDA;820805;W7GVIS-4051915;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3390P - 4051915 - 3/G3390P/BRWG/A2C2F2G6H7//B3C4E3L4/A2C2K2/F2/40,GRN50,GRN50,RED50,RED50,YEL50,YEL;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;;AUTO POSTO VIDEIRA LTDA;05/06/2025 16:47:22;ENVIADO E-MAIL COM FORMULARIO DE PI;0;0
8061709;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;05/06/2025 10:18:29;0;WAY-198;OUTROS;[STB] CLIENTE ADONES INFORMA QUE BOMBA ESTA APRESANTO ERRO 50;;;WAY-OUTROS;WAY-OUTROS;A L DE SOUSA LTDA;819116;W7GCEN-4041701;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 4041701 - 3/G2203P/BRWG/A3F2G6H7//B3C4E3L4/A7C2/F2/40,SIL40,BLK;;;AVENIDA, AV TANCREDO NEVES, S/N, , CENTRO, AMAPA DO MARANHAO, MA, BR, BR, 65293000;;A L DE SOUSA LTDA;05/06/2025 18:00:29;INFORMADO QUE CASO FOI ENCAMINHADO PARA AVALIAÇÃO DO COMERCIAL PARA CONCESSÃO;0;0
8061689;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;05/06/2025 10:32:25;0;WAY-198;OUTROS;[STB] TC ESLEI DA PETROLINK ENTROU EM CONTATO PEDINDO SUPORTE DURANTE ATENDIMENTO AO CHAMADO 8060625, BLOCO MEDIDOR SÉRIE 183420 (BLOCO NOVO BIODIESEL SEM USO) NÃO ACEITANDO CALIBRAÇÃO MESMO APÓS 12 TENTATIVAS DE CALIBRAÇÃO.;;;WAY-OUTROS;WAY-OUTROS;POSTO LUIZA LTDA;816012;W7GCEN-4020450;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2204P - 4020450 - 3/G2204P/BRPBR/A3G6H7//B3C4E3G4L4/A7C2/F2/70,YEL70,YEL70,YEL70,YEL;;;RODOVIA, ROD BR-040, 318, KM 522 E KM 318, MORADA NOVA, CONTAGEM, MG, BR, BR, 32145480;;POSTO LUIZA LTDA;05/06/2025 18:34:00;TC JÁ HAVIA ABERTO BLOCO MEDIDOR E FECHADO O MESMO INFORMOU QUE TUDO ESTÁ OK DENTRO DO BLOCO MESMO ASSIM NÃO ACEITA CALIBRAÇÃO. BLOCO COM TAMPA COM PEDAÇOS QUBRADOS CONFORME FOTOS.;0;0
8061731;92669210;;Lucas, Jefferson Monteiro da Silva;BOMBA;GARANTIA TÉCNICA;FECHADO;05/06/2025 11:25:14;29040;WAY-39;BLOCO MEDIDOR- VAZAMENTO;[GT] EQUIPAMENTO APRESENTA VAZAMENTO NO BLOCO MEDIDOR, REFERENTE AO PRODUTO DE ETANOL.;[GT] EQUIPAMENTO APRESENTA VAZAMENTO NO BLOCO MEDIDOR, REFERENTE AO PRODUTO DE E;;WAY-204;COMPACTA - VAZAMENTO TAMPA;POSTO DE SERVICOS ANEL VIARIO LTDA;818042;W7GVIS-4032624;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3490P - 4032624 - 3/G3490P/BRSHL/A2C2F2G6H7//B3C4E3G4L4M/A2C2K3/F2/40,GRN50,GRN50,RED50,RED50,SIL50,SIL50,YEL50,YEL;;;AVENIDA, EMB MACEDO SOARES, 6300, , LAPA, SAO PAULO, SP, BR, BR, 05035000;SALES, LUIZ - TECNICA L S COMERCIAL E SERVI;POSTO DE SERVICOS ANEL VIARIO LTDA;10/06/2025 06:51:00;REALIZADO RETIRADA DE VAZAMENTO DE BLOCO MEDIDOR. EQUIPAMENTO FICOU FUNCIONANDO NORMALMENTE.;3;6
8061791;92669240;183120;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA COMERCIAL BOMBA;FECHADO;05/06/2025 12:33:20;244;WAY-198;OUTROS;[GCB] CHAMADO DE RETORNO - ENVIO DE 1 BLOCO MEDIDOR ( WM091357-0013CJ ) REFERENTE AO CHAMADO 8060725 - ORDEM DE ENVIO:183120;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;AGUARDAR CHEGADA DO MATERIAL PARA REALIZAR A SUBSTITUIÇÃO;WAY-169;BLOCO MEDIDOR - TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;POSTO PRACA MARABA COMERCIO DE COMBUSTIVEIS LTDA;814679;W7HXH-4013967;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)33-33SU - 4013967 - H(W/LU)33-33SU/BRIPNI/A3C2F2F4F12G6H7XJ2XL3//A2B5C11E3L4/A7B2C2M3XD/AF2/40,YEL;40,YEL;40,BLU;40,BLU;40,BLU;40,BLU";;;AREA, FOLHA 20 QUADRA 16 LOTE 38 A, SN, , NOVA MARABA, MARABA, PA, BR, BR, 68508010;COSTA, HELIO - REAL MANUTENCAO E INSTALACAO EM POSTOS E SERVICOS LTDA;POSTO PRACA MARABA COMERCIO DE COMBUSTIVEIS LTDA;18/06/2025 05:59:02;FOI REALIZADO A SUBSTITUIÇÃO DO BLOCO MEDIDOR DEVIDO O MESMO NÃO ACEITAR MEDIDA. SERIE DO BLOCO COLOCADO: 185348 ANO 2025 SERIE DO BLOCO RETIRADO: 178719 ANO 2025;9;13
8061793;;;Lucas, Jefferson Monteiro da Silva;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;05/06/2025 12:38:55;0;WAY-198;OUTROS;[STB][RTM] FORA DE GARANTIA - TÉCNICO WILLIAN SA SIGNOS ENTROU EM CONTATO SOLICITANDO SUPORTE PARA RETIRAR ERRO BTL003.;;;WAY-OUTROS;WAY-OUTROS;ALE COMBUSTIVEIS S.A;803621;W7GCEN-3954118;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3954118 - 3/G2203P/BRALE/A3G6YC//B3C4E3G4L4/A7C2/F2/40,RED40,SIL;RTM;;RUA, VALE DO RIO DOCE, SN, SALA B, SAO TORQUATO, VILA VELHA, ES, BR, BR, 29114105;;ALE COMBUSTIVEIS S.A;05/06/2025 12:41:00;REALIZADO SUBSTITUIÇÃO DE BATERIA. REALIZADO AJUSTE NAS FUNÇÕES 015.002=1 E FS25.05N=1. RETIRADO ERRO DE BTL. VERIFICADO EQUIPAMENTO COM VERSÃO DE SOFTWARE DE CPU 020 (ATUAL). EQUIPAMENTO FICOU FUNCIONANDO NORMALMENTE.;0;0
8061819;92669253;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;05/06/2025 12:57:42;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: H(N/LU)11-11S-S.821034;CNPJ: 08.333.311/0001-84 CONTATO: IPOLITO TELEFONE: (77)3628-3787 / (77)99191-4147 Partida inicial na bomba modelo: H(N/LU)11-11S-S.821034 **Adicionar a partida desta bomba ao chamado: 8061815;WAY-304;PARTIDA INICIAL;AUTO POSTO COLUMBIA LTDA;821034;W7HXH-4054135;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)11-11S - 4054135 - H(N/LU)11-11S/BRWG/A2C2F2F4F12G6H7XD2XJ2XL3//A2B5C11E3L4/A7B2C2M3XD/AF2/40,SIL;40,SIL";;;RUA, PARAIBA, 1235, , CENTRO, LUIS EDUARDO MAGALHAES, BA, BR, BR, 47850047;LUZENILDO, - DANTEC ASSITENCIA TECNICA LTDA;AUTO POSTO COLUMBIA LTDA;12/06/2025 12:04:00;PI REAIZADO COM SUCESSO;5;7
8061821;92669254;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;05/06/2025 13:03:02;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: H(N/LU)11-11S-ES.821035;CNPJ: 08.333.311/0001-84 CONTATO: IPOLITO TELEFONE: (77)3628-3787 / (77)99191-4147 Partida inicial na bomba modelo: H(N/LU)11-11S-ES.821035 **Adicionar a partida desta bomba ao chamado: 8061815;WAY-304;PARTIDA INICIAL;AUTO POSTO COLUMBIA LTDA;821035;W7HXH-4053472;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)11-11ES - 4053472 - H(N/LU)11-11ES/BRWG/A2C2F2F4F12G6H7XD2XJ2XL3//A2B5C11E3L4/A7B2C2K2M3/AF2/40,GRN;40,GRN";;;RUA, PARAIBA, 1235, , CENTRO, LUIS EDUARDO MAGALHAES, BA, BR, BR, 47850047;LUZENILDO, - DANTEC ASSITENCIA TECNICA LTDA;AUTO POSTO COLUMBIA LTDA;12/06/2025 12:06:00;PI REALIZADA COM SUCESSO.;5;7
8061823;92669255;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;05/06/2025 13:06:37;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: H(N/LU)11-11S-S.821036;CNPJ: 08.333.311/0001-84 CONTATO: IPOLITO TELEFONE: (77)3628-3787 / (77)99191-4147 Partida inicial na bomba modelo: H(N/LU)11-11S-S.821036 **Adicionar a partida desta bomba ao chamado: 8061815;WAY-304;PARTIDA INICIAL;AUTO POSTO COLUMBIA LTDA;821036;W7HXH-4053474;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)11-11S - 4053474 - H(N/LU)11-11S/BRWG/A2C2F2F4F12G6H7XD2XJ2XL3//A2B5C11E3L4/A7B2C2M3/AF2/40,RED;40,RED";;;RUA, PARAIBA, 1235, , CENTRO, LUIS EDUARDO MAGALHAES, BA, BR, BR, 47850047;LUZENILDO, - DANTEC ASSITENCIA TECNICA LTDA;AUTO POSTO COLUMBIA LTDA;12/06/2025 12:11:00;PI REALIZADA COM SUCESSO;5;7
8061833;;183124;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA TÉCNICA;FECHADO;05/06/2025 13:32:01;0;WAY-198;OUTROS;[GT] CHAMADO DE REPOSIÇÃO - ENVIO DE 1 DISCO MAGNETICO REFERENTE AO CHAMADO 8060237 - ORDEM DE ENVIO:183124;;;WAY-163;BLOCO MEDIDOR - DISCO MAGNÉTICO;POSTO CAMOES LTDA;817650;W7GVIS-4028005;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3394P - 4028005 - 3/G3394P/BRPBR/A3C2F2G6H7//B3C4E3G4L4/A2C2K2/F2/40,BLU50,BLU50,BLU50,BLU50,GRN50,GRN;;;AV., PORTUGAL, 4611, , ITAPOA, BELO HORIZONTE, MG, BR, BR, 31710400;;POSTO CAMOES LTDA;05/06/2025 13:33:26;CHAMADO PARA REPOSIÇÃO DE 1 DISCO MAGNETICO;0;0
8061869;;183128;Simões, Wanderley;BOMBA;GARANTIA COMERCIAL BOMBA;FECHADO;05/06/2025 14:02:06;0;WAY-32;BICO DE DESCARGA - PONTEIRA QUEBRADA;[GCB] CHAMADO DE REPOSIÇÃO DE BICO - MATERIAL SERÁ ENVIADO ETRAVÉS DA ORDEM 183128;;;WAY-160;BICO - TROCA DO BICO POR VAZAMENTO NA PONTEIRA;AUTO POSTO SAO GERMANO DE RIBEIRAO PIRES LTDA;807874;W7GCEN-3975343;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3975343 - 3/G2203P/BRWG/A3G6YC//B3C4E3G4L4/A7C2/F2/40,BLK40,BLK;RTM;;AVENIDA, HUMBERTO DE CAMPOS, 1651, , BOCAINA, RIBEIRAO PIRES, SP, BR, BR, 09424600;;AUTO POSTO SAO GERMANO DE RIBEIRAO PIRES LTDA;05/06/2025 14:08:00;FOI REALIZADO O ATENDIMENTO E VERIFICADO QUE A PONTEIRA DO BICO ESTAVA SOLTA, FOI REALIZADA A TROCA DO BICO DE FORMA PROATIVA,;0;0
8061917;92669299;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;05/06/2025 15:10:37;R$583,90;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI][GCB]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 09/06/2025;Partida inicial na bomba modelo: 3/G2209P-S.807885;CNPJ: 19.242.074/0004-05 CONTATO: OCRIDES VIEIRA TELEFONE: (41)3396-4084 Partida inicial na bomba modelo: 3/G2209P-S.807885;WAY-304;PARTIDA INICIAL;PELANDA PARTICIPACOES LTDA;807885;W7GCEN-3978245;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 3978245 - 3/G2209P/BRPBR/A2G6//B3C4E3L2M/A7C2/F2/70,YEL70,YEL70,YEL70,YEL;;;AVENIDA, DAS AMERICAS, 1931, , EUCALIPTOS, FAZENDA RIO GRANDE, PR, BR, BR, 83820027;SALES, - S L INSTALACAO P POSTOS DE SE;PELANDA PARTICIPACOES LTDA;09/06/2025 15:04:00;PI REALIZADA COM SUCESSO;2;8
8062013;92669343;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 06:46:03;R$1.713,20;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G3390P-S.820804;CNPJ: 50.948.363/0001-21 CONTATO: Andréa TELEFONE: (11)4582-1507 / (11)94188-2206 Partida inicial na bomba modelo: 3/G3390P-S.820804 Nas bombas n° séries: 820804 / 820805 / 820806 / 820807 / 820808 / 820809;WAY-304;PARTIDA INICIAL;AUTO POSTO VIDEIRA LTDA;820804;W7GVIS-4051915;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3390P - 4051915 - 3/G3390P/BRWG/A2C2F2G6H7//B3C4E3L4/A2C2K2/F2/40,GRN50,GRN50,RED50,RED50,YEL50,YEL;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;ANDREZA, - UBERPOSTOS LOGISTICA E EQUIP;AUTO POSTO VIDEIRA LTDA;06/06/2025 12:26:00;PI REALIZADA COM SUCESSO.;0;1
8062015;92669344;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 06:48:39;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G3390P-S.820805;CNPJ: 50.948.363/0001-21 CONTATO: Andréa TELEFONE: (11)4582-1507 / (11)94188-2206 Partida inicial na bomba modelo: 3/G3390P-S.820805 **Adicionar a partida desta bomba ao chamado: 8062013;WAY-304;PARTIDA INICIAL;AUTO POSTO VIDEIRA LTDA;820805;W7GVIS-4051915;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3390P - 4051915 - 3/G3390P/BRWG/A2C2F2G6H7//B3C4E3L4/A2C2K2/F2/40,GRN50,GRN50,RED50,RED50,YEL50,YEL;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;ANDREZA, - UBERPOSTOS LOGISTICA E EQUIP;AUTO POSTO VIDEIRA LTDA;06/06/2025 12:35:00;PI REALIZADA COM SUCESSO.;0;1
8062017;92669345;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 06:51:41;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G3390P-S.820806;CNPJ: 50.948.363/0001-21 CONTATO: Andréa TELEFONE: (11)4582-1507 / (11)94188-2206 Partida inicial na bomba modelo: 3/G3390P-S.820806 **Adicionar a partida desta bomba ao chamado: 8062013;WAY-304;PARTIDA INICIAL;AUTO POSTO VIDEIRA LTDA;820806;W7GVIS-4051917;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3390P - 4051917 - 3/G3390P/BRWG/A2C2F2G6H7//B3C4E3L4/A2C2K2/F2/40,GRN50,GRN50,RED50,RED50,SIL50,SIL;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;ANDREZA, - UBERPOSTOS LOGISTICA E EQUIP;AUTO POSTO VIDEIRA LTDA;06/06/2025 12:40:00;PI REALIZADA COM SUCESSO;0;1
8062021;92669347;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 06:55:14;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G2209P-S.820807;CNPJ: 50.948.363/0001-21 CONTATO: Andréa TELEFONE: (11)4582-1507 / (11)94188-2206 Partida inicial na bomba modelo: 3/G2209P-S.820807 **Adicionar a partida desta bomba ao chamado: 8062013;WAY-304;PARTIDA INICIAL;AUTO POSTO VIDEIRA LTDA;820807;W7GCEN-4051919;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 4051919 - 3/G2209P/BRWG/A2F2G6H7//B3C4E3L4/A7C2/F2/70,BLK70,BLK70,BLK70,BLK;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;ANDREZA, - UBERPOSTOS LOGISTICA E EQUIP;AUTO POSTO VIDEIRA LTDA;11/06/2025 02:57:00;PI REALIZADA COM SUCESSO;3;6
8062023;92669348;;Simões, Wanderley;BOMBA;GARANTIA TÉCNICA;FECHADO;06/06/2025 06:57:24;21500;WAY-63;CÓDIGO DE ERRO NO DISPLAY;[GT][RTM][SR] SUPORTE REMOTO - BOMBA APRESENTA ERRO 501, ERRO REFERENTE A ABERTURA DE PORTA DO GABINETE ELETRONICO.;POR GENTILEZA, SEGUIR COM SCRIPT DE ACESSO REMOTO (501/503).;CONTATO: Jelson TELEFONE: (54) 99954-8833;WAY-211;CPU - CORREÇÃO DE ERRO;COOPERATIVA TRITICOLA SARANDI LTDA;816193;W7GCEN-4021274;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2204P - 4021274 - 3/G2204P/BRIPNI/A3G6YCH7//B3C4E3G4L2M/A7C2/F2/70,BLU70,BLU70,BLU70,BLU;RTM;;RUA, JOAO TESSER, 1041, , CENTRO, SARANDI, RS, BR, BR, 99560000;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;COOPERATIVA TRITICOLA SARANDI LTDA;06/06/2025 13:35:00;A bomba foi deixada em perfeito funcionamento ao final do atendimento,;0;1
8062025;92669349;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 06:59:28;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G2209P-S.820808;CNPJ: 50.948.363/0001-21 CONTATO: Andréa TELEFONE: (11)4582-1507 / (11)94188-2206 Partida inicial na bomba modelo: 3/G2209P-S.820808 **Adicionar a partida desta bomba ao chamado: 8062013;WAY-304;PARTIDA INICIAL;AUTO POSTO VIDEIRA LTDA;820808;W7GCEN-4051919;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 4051919 - 3/G2209P/BRWG/A2F2G6H7//B3C4E3L4/A7C2/F2/70,BLK70,BLK70,BLK70,BLK;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;ANDREZA, - UBERPOSTOS LOGISTICA E EQUIP;AUTO POSTO VIDEIRA LTDA;11/06/2025 08:20:00;PI REALIZADA COM SUCESSO;3;6
8062029;92669352;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 07:02:37;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G2209P-S.820809;CNPJ: 50.948.363/0001-21 CONTATO: Andréa TELEFONE: (11)4582-1507 / (11)94188-2206 Partida inicial na bomba modelo: 3/G2209P-S.820809 **Adicionar a partida desta bomba ao chamado: 8062013;WAY-304;PARTIDA INICIAL;AUTO POSTO VIDEIRA LTDA;820809;W7GCEN-4051919;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 4051919 - 3/G2209P/BRWG/A2F2G6H7//B3C4E3L4/A7C2/F2/70,BLK70,BLK70,BLK70,BLK;;;VIA, ANHANGUERA, SN, KM 65 7, ENGORDADOURO, JUNDIAI, SP, BR, BR, 13210000;ANDREZA, - UBERPOSTOS LOGISTICA E EQUIP;AUTO POSTO VIDEIRA LTDA;11/06/2025 08:21:00;PI REALIZADA COM SUCESSO;3;6
8062053;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;06/06/2025 07:22:10;0;WAY-198;OUTROS;[STB] CLIENTE ENTROU EM CONTATO INFORMANDO QUE CHAMADO DE PARTIDA INICIAL ATÉ O DIA DE HOJE NÃO FOI ATENDIDO.;;;WAY-OUTROS;WAY-OUTROS;JEB TRANSPORTADORA LTDA;817929;W7GCEN-4030751;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2227PDR - 4030751 - 3/G2227PDR/BRWG/A2G6H7//B3C4E2G4L4/A7C2F6/F2/120,BLK,;;;RUA, RAUL BATIST, 99, LOJA 03, CENTRO, CONCEICAO DO PARA, MG, BR, BR, 35668000;;JEB TRANSPORTADORA LTDA;06/06/2025 20:11:00;FOI VERIFICADO JUNTO A LUCIANA DA BHPUMP E INFORMADO AO CLIENTE QUE TC SE ACIDENTOU DE CARRO, POR ISSO ATENDIMENTO FOI ADIADO PARA SEGUNDA-FEIRA, DIA 09/06, PEDIDO DESCULPAS PELO OCORRIDO.;0;0
8062049;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 08:01:02;000;WAY-198;OUTROS;[STA] SOLICITADO PELO TECNICO DA ATENDE SUPORTE PARA SMART-ID;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 08:03:00;REALIZADO SUPORTE PARA ATUALIZAÇÃO DE SMARTID;0;0
8062059;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 08:04:30;000;WAY-198;OUTROS;[STA] SOLICITADO SUPORTE PELO TECNICO MARCONI PARA ATUALIZAÇÃO MAGLINK;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 08:17:00;FOI ORIENTADO AO TÉCNICO COMO REALIZAR A REIMAGEM APOS A TROCA DO CARTÃO;0;0
